,state,ft,bt,km,transmission,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,Engine Displacement,Transmission,Year of Manufacture,RTO,Features,Mileage,Engine,Max Power,Torque,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Drive Type,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,Cargo Volumn,Super Charger,Turning Radius
288,delhi,Petrol,Sedan,"14,000",Automatic,1,Mercedes-Benz,Mercedes-Benz AMG A 35,2022,8566,4MATIC BSVI,5100000.0,2022,Comprehensive,Petrol,5.0,14000,1991 cc,Automatic,2022,CH01,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",19.7,1991,301.73bhp@5800rpm,400,Blue,AMG 2.0-LITRE 4-CYLINDER ENGINE,1991,400Nm@3000-4000rpm,4,,Yes,4559,1992,1411,2729,1550,AMG 7-SPEED DCT,AWD,Electric,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",4,355,,5.0
289,delhi,Diesel,SUV,"40,000",Automatic,1,Mahindra,Mahindra XUV500,2018,6360,W11 Option AT BSIV,1300000.0,2018,Third Party insurance,Diesel,7.0,40000,2179 cc,Automatic,2018,DL8C,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",15.1,2179,152.87bhp@3750rpm,360,Black,mHawk Diesel Engine,2179,360Nm@1750-2800rpm,4,Direct Injection,Yes,4585,1890,1785,2700,1755,6 Speed,FWD,Power,Ventilated Disc,Disc,Tubeless Tyres,5,355,No,5.6
290,delhi,Petrol,Hatchback,"10,000",Manual,1,Toyota,Toyota Glanza,2020,6902,G,625000.0,2020,Third Party insurance,Petrol,5.0,10000,1197 cc,Manual,2020,,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",21.01,1197,81.80bhp@6000rpm,113,White,Petrol Engine,1197,113Nm@4200rpm,4,,no,3995,1745,1510,2520,890kg,5-Speed,FWD,Electric,Disc,Drum,Radial,5,339,,4.9
291,delhi,Diesel,SUV,"50,000",Automatic,1,Porsche,Porsche Cayenne,2016,6457,Diesel Platinum Edition,5600000.0,2016,Comprehensive,Diesel,5.0,50000,2967 cc,Automatic,2016,UP10,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",16.12,2967,245bhp@3800-4400rpm,550,White,V6 Diesel Engine ,2967,550Nm@1750-2750pm,6,Direct injection,Yes,4855,1939,1705,2895,2110kg,8 Speed ,AWD,Power,Disc,Disc,"Tubeless,Radial",5,355,No,5.0
292,delhi,Diesel,SUV,"65,000",Automatic,2,BMW,BMW X1,2017,338,sDrive 20d xLine,1950000.0,2017,Third Party insurance,Diesel,5.0,65000,1995 cc,Automatic,2017,UP16,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",20.68,1995,188bhp@4000rpm,400,White,Diesel Engine,1995,400Nm@1750-2500rpm,4,CRDi,Yes,4439,1821,1612,2670,1550,8 Speed,FWD,Power,Disc,Disc,Runflat,5,355,No,5.8
293,delhi,Diesel,SUV,"72,011",Automatic,1,Audi,Audi Q3,2015,90,35 TDI Quattro Premium Plus,1499000.0,2015,Comprehensive,Diesel,5.0,72011,1968 cc,Automatic,2015,DL12,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Rear,Anti Lock Braking System,Brake Assist,Cd Player",15.17,1968,181bhp@3500-4000rpm,380,Black,TDI Quattro Diesel Engine,1968,380Nm@1750-3000rpm,4,CRDI,Yes,4388,1831,1608,2603,1630Kg,7-Speed S-Tronic,AWD,Power,Disc,Disc,"Tubeless,Radial",5,355,No,5.9
294,delhi,Diesel,SUV,"40,011",Automatic,1,Jeep,Jeep Compass,2021,8312,Model S 4X4 Diesel AT BSVI,2450000.0,2021,Comprehensive,Diesel,5.0,40011,1956 cc,Automatic,2021,HR26,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",14.9,1956,167.67bhp@3750rpm,350,Grey,2.0L Multijet Diesel,1956,350Nm@1750-2500rpm,4,,,4405,1818,1640,2636,1705,9 Speed,4x4,Power,Disc,Disc,"Tubeless, Radial",5,355,,5.0
295,delhi,Petrol,MUV,"85,000",Manual,1,Maruti,Maruti Ertiga,2016,6697,VXI Petrol,735000.0,2016,Comprehensive,Petrol,7.0,85000,1462 cc,Manual,2016,UP16,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio",19.34,1462,103bhp@6000rpm,138,Grey,K15 Smart Hybrid,1462,138Nm@4400rpm,4,MPFI,No,4395,1735,1690,2740,1145 Kg,5 Speed,2WD,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,355,No,5.2
296,delhi,Petrol,SUV,"36,206",Manual,2,Ford,Ford Ecosport,2018,6087,1.5 Petrol Titanium BSIV,726000.0,2018,Zero Dep,Petrol,5.0,36206,1497 cc,Manual,2018,DL10,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",17.0,1497,121.31bhp@6500rpm,150,Blue,Ti-VCT Petrol Engine,1497,150Nm@4500rpm,3,Direct Injection,No,3998,1765,1647,2519,1242Kg,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,355,No,5.3
297,delhi,Diesel,MUV,"48,011",Manual,1,Toyota,Toyota Innova Crysta,2017,7314,2.4 VX MT 8 STR,1650000.0,2017,Comprehensive,Diesel,8.0,48011,2393 cc,Manual,2017,DL12,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",13.68,2393,147.51bhp@3400rpm,343,White,2-GD FTV Engine,2393,343Nm@1400-2800rpm,7,CRDi,Yes,4735,1830,1795,2750,1865kg,5 Speed,RWD,Power,Disc,Drum,"Tubeless,Radial",5,355,No,5.4
298,delhi,Petrol,Hatchback,"86,919",Manual,2,Maruti,Maruti Baleno,2019,3969,1.2 Zeta,688000.0,2019,Comprehensive,Petrol,5.0,86919,1197 cc,Manual,2019,UP15,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",21.4,1197,83.1bhp@6000rpm,115,Blue,VVT Petrol Engine,1197,115Nm@4000rpm,4,MPFI,No,3995,1745,1510,2520,880kg,5 Speed,FWD,Power,Disc,Drum,"Tubeless,Radial",5,355,No,5.0
299,delhi,Petrol,SUV,"4,000",Automatic,1,Mercedes-Benz,Mercedes-Benz AMG G 63,2022,8591,4MATIC 2018-2023,39500000.0,2022,Comprehensive,Petrol,5.0,4000,3982 cc,Automatic,2022,HR26,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",19.7,3982,576.63bhp@6000rpm,850,Black,V8,3982,850nm@2500–3500rpm,8,,Yes,4047,1709,1567,2523,2560,SPEEDSHIFT TCT 9G,4WD,Power,,,,5,355,,13.51
300,delhi,Cng,Sedan,"69,650",Manual,2,Honda,Honda Amaze,2014,1177,S Plus i-VTEC,365000.0,2014,Comprehensive,CNG,5.0,69650,1198 cc,Manual,2014,HR26,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,Radio",18.0,1198,86.7bhp@6000rpm,109,Silver,i-VTEC Petrol Engine,1198,109Nm@4500rpm,4,,No,3990,1680,1505,2405,950kg,5 Speed,FWD,Power,Disc,Drum,"Tubeless,Radial",4,355,No,4.5
301,delhi,Petrol,Sedan,"41,051",Manual,1,Volkswagen,Volkswagen Ameo,2018,6385,1.0 MPI Highline Plus,627000.0,2018,Third Party,Petrol,5.0,41051,999 cc,Manual,2018,DL12,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",19.44,999,75bhp@6200rpm,95,Black,MPI Petrol Engine,999,95Nm@3000-4300rpm,3,MPFI,No,3995,1682,1483,2470,1050Kg,5 Speed,FWD,Power,Disc,Drum,"Tubeless,Radial",4,355,No,5.0
302,delhi,Diesel,MUV,"52,011",Automatic,1,Toyota,Toyota Innova Crysta,2019,2406,2.8 GX AT BSIV,1798999.9999999998,2019,Comprehensive,Diesel,7.0,52011,2755 cc,Automatic,2019,HR05,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player",11.36,2755,171.5bhp@3400rpm,360,Grey,1-GD FTV Engine,2755,360Nm@1200-3400rpm,4,Direct Injection,Yes,4735,1830,1795,2750,1830kg,6 Speed,RWD,Power,Disc,Drum,"Tubeless,Radial",5,355,No,5.0
303,delhi,Petrol,Hatchback,"52,439",Manual,1,Hyundai,Hyundai i10,2013,1569,Magna 1.1L,335000.0,2013,Comprehensive,Petrol,5.0,52439,1086 cc,Manual,2013,DL3C,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks",19.81,1086,68.05bhp@5500rpm,99,White,IRDE2 Engine,1086,99.04Nm@4500rpm,4,MPFI,No,3585,1595,1550,2380,860kg,5 Speed,FWD,Power,Ventilated Disc,Drum,Tubeless,5,355,No,4.7
304,delhi,Petrol,Sedan,"82,347",Automatic,2,Maruti,Maruti Ciaz,2014,4009,AT ZXi,528000.0,2014,Comprehensive,Petrol,5.0,82347,1373 cc,Automatic,2014,UP16,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",19.12,1373,91.1bhp@6000rpm,130,White,k14B VVT Engine,1373,130Nm@4000rpm,4,MPFI,No,4490,1730,1485,2650,1010kg,4 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless, Radial",4,355,No,5.4
305,delhi,Diesel,SUV,"52,001",Automatic,2,Audi,Audi Q7,2014,129,3.0 TDI Quattro Technology,1898999.9999999998,2014,Comprehensive,Diesel,7.0,52001,2967 cc,Automatic,2014,DL12,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",12.07,2967,241.4bhp@3800-4400rpm,550,White,V-Type Diesel Engine,2967,550Nm@1750-2750rpm,6,CRDI,Yes,5089,2177,1737,3002,2345kg,8 Speed Tiptronic,AWD,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",5,355,No,6.0
306,delhi,Petrol,Sedan,"97,249",Manual,1,Maruti,Maruti Ciaz,2014,4018,VXi Option SHVS,511000.00000000006,2014,Third Party,Petrol,5.0,97249,1373 cc,Manual,2014,HR26,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,Cd Player",20.73,1373,91.1bhp@6000rpm,130,Grey,k14B VVT Engine,1373,130Nm@4000rpm,4,MPFI,No,4490,1730,1485,2650,1010kg,5 Speed,FWD,Power,Ventilated Discs,Drum,"Tubeless, Radial",4,355,No,5.4
307,delhi,Petrol,SUV,"11,800",Automatic,1,Audi,Audi Q7,2023,10560,Technology,9300000.0,2023,Comprehensive,Petrol,7.0,11800,2995 cc,Automatic,2023,UP32,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Child Safety Locks,Anti Theft Alarm,Radio",19.7,2995,335.25bhp@5200-6400rpm,500,White,3.0L V6 TFSI,2995,500Nm@1370-4500,6,,Yes,5064,2212,1703,2999,2245,,AWD,,Ventilated Disc,Ventilated Disc,,5,355,,5.0
308,delhi,Diesel,SUV,"5,700",Manual,1,Tata,Tata New Safari,2022,8385,XZ Plus 6 Str Adventure Edition BSVI,2099000.0,2022,Comprehensive,Diesel,6.0,5700,1956 cc,Manual,2022,UP12,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",16.14,1956,167.67bhp@3750rpm,350,Blue,Kryotec 2.0 L Turbocharged Engine,1956,350Nm@1750-2500rpm,4,,Yes,4661,1894,1786,2741,1825kg,6-Speed,,Power,Disc,Disc,"Tubeless, Radial",5,73,,5.0
309,delhi,Diesel,SUV,"52,011",Automatic,1,Tata,Tata New Safari,2021,9697,XZA Plus (O) AT BSVI,1950000.0,2021,Comprehensive,Diesel,7.0,52011,1956 cc,Automatic,2021,DL12,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",14.08,1956,167.67bhp@3750rpm,350,White,Kryotec 2.0 L Turbocharged Engine,1956,350Nm@1750-2500rpm,4,,Yes,4661,1894,1786,2741,1825kg,6-Speed,,Power,Disc,Disc,"Tubeless, Radial",5,73,,5.0
310,delhi,Diesel,SUV,"52,368",Manual,1,Maruti,Maruti Vitara Brezza,2018,4300,ZDi Plus,849000.0,2018,Third Party insurance,Diesel,5.0,52368,1248 cc,Manual,2018,DL09,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",24.3,1248,88.5bhp@4000rpm,200,White,DDiS 200 Diesel Engine,1248,200Nm@1750rpm,4,CRDi,Yes,3995,1790,1640,2500,1200kg,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,355,No,5.0
311,delhi,Diesel,SUV,"33,500",Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2020,10864,300d,7950000.0,2020,Comprehensive,Diesel,5.0,33500,1950 cc,Automatic,2020,HR01,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",19.7,1950,241.38bhp@4200rpm,500,White,V Type Engine,1950,500Nm@1600-4000rpm,4,CRDI,Yes,4924,2157,1772,2995,2150 Kg,9G-TRONIC,AWD,Power,Ventilated Disc,Ventilated Disc,"Radial,Tubeless",5,355,No,5.9
312,delhi,Petrol,Sedan,"80,000",Manual,1,Honda,Honda Amaze,2020,7439,E Petrol,500000.0,2020,Third Party insurance,Petrol,5.0,80000,1199 cc,Manual,2020,DL10,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Child Safety Locks",18.6,1199,88.76bhp@6000rpm,110,Gray,i-VTEC Petrol Engine,1199,110Nm@4800rpm,4,MPFi,No,3995,1695,1498,2470,905kg,5 Speed,FWD,Electric,Disc,Drum,"Tubeless,Radial",4,420,No,4.7
313,delhi,Diesel,SUV,"85,162",Manual,2,Honda,Honda WR-V,2017,5669,i-DTEC S,525000.0,2017,Third Party insurance,Diesel,5.0,85162,1498 cc,Manual,2017,HR26,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",25.5,1498,98.6bhp@3600rpm,200,Others,i-DTEC Diesel Engine,1498,200Nm@1750rpm,4,CRDi,Yes,3999,1734,1601,2555,1168kg,6 Speed,FWD,Electric,Ventilated Disc,Drum,"Tubeless,Radial",5,355,No,5.3
314,delhi,Petrol,MUV,"83,863",Automatic,1,Maruti,Maruti Ertiga,2017,4039,BSIV VXI AT,775000.0,2017,Third Party insurance,Petrol,7.0,83863,1373 cc,Automatic,2017,HR26,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",17.03,1373,91.1bhp@6000rpm,130,Others,K14B Petrol Engine,1373,130Nm@4000rpm,4,MPFI,No,4296,1695,1685,2740,1185kg,4 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,355,No,5.2
315,delhi,Petrol,SUV,"9,500",Automatic,1,BMW,BMW X7,2019,7032,xDrive 40i M Sport,11000000.0,2019,Comprehensive,Petrol,7.0,9500,2998 cc,Automatic,2019,DL01,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",10.54,2998,335.25bhp@5500-6500rpm,450,Black,TwinPower Turbo 6-cylinder engine,2998,450Nm@1500-5200rpm,6,CRDI,Twin,5150,2218,1805,3105,2370,8-Speed Steptronic,AWD,Power,Disc,Disc,Tubeless. Runflat,5,355,No,5.0
316,delhi,Petrol,Hatchback,"62,526",Manual,1,Honda,Honda Jazz,2016,1341,1.2 VX i VTEC,486000.00000000006,2016,Zero Dep,Petrol,5.0,62526,1199 cc,Manual,2016,HR29,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",18.7,1199,88.7bhp@6000rpm,110,Silver,i-VTEC Petrol Engine,1199,110Nm@4800rpm,4,PGM - Fi,No,3955,1694,1544,2530,1042kg,5 Speed,FWD,Power,Disc,Drum,"Tubeless,Radial",5,355,No,5.0
317,delhi,Petrol,Hatchback,"40,000",Manual,1,Maruti,Maruti Swift,2018,6324,VXI 2018,450000.0,2018,Third Party insurance,Petrol,5.0,40000,1197 cc,Manual,2018,DL9C,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player",22.0,1197,81.80bhp@6000rpm,113,White,VTVT Engine,1197,113Nm@4200rpm,4,MPFi,No,3840,1735,1530,2450,860Kg,5,,Power,Disc,Drum,Tubeless,5,268,No,5.0
318,delhi,Diesel,SUV,"35,331",Manual,1,Renault,Renault Duster,2019,7021,RXZ 110PS BSIV,989000.0,2019,Zero Dep,Diesel,5.0,35331,1461 cc,Manual,2019,DL10,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",19.87,1461,108.5bhp@4000rpm,245,Brown,,1461,245Nm@1750rpm,4,Common Rail Direct Injection (dCi),No,4360,1822,1695,2673,1375,6-Speed,FWD,Power,Disc,Drum,Radial,5,475,No,5.2
319,delhi,Diesel,SUV,"40,000",Automatic,1,Land Rover,Land Rover Discovery Sport,2020,7866,R-Dynamic SE Diesel,5550000.0,2020,Comprehensive,Diesel,7.0,40000,1999 cc,Automatic,2020,HP01,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",19.7,1999,245.40bhp@5500rpm,430,White,Diesel Engine,1999,430Nm@1750-2500,4,CRDi,Yes,4600,2173,1724,2741,1866Kg,9 Speed,4WD,Power,Ventilated Disc,Ventilated Disc,Tubeless Tyres,5,355,,5.8
320,delhi,Petrol,SUV,"10,000",Automatic,1,Audi,Audi Q3 Sportback,2023,10568,40TFSI Quattro,5100000.0,2023,Third Party insurance,Petrol,5.0,10000,1984 cc,Automatic,2023,UP16,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",19.7,1984,187.74bhp@4200-6000rpm,320,Gray,,1984,320Nm@1500-4100rpm,4,,,4518,2022,1558,2680,1595,7-Speed,AWD,Electric,,,"Tubeless,Radial",5,355,,5.0
321,delhi,Petrol,Hatchback,"14,893",Manual,1,Hyundai,Hyundai Santro,2019,6668,Asta BSIV,526000.0,2020,Zero Dep,Petrol,5.0,14893,1086 cc,Manual,2019,HR26,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",20.3,1086,68bhp@5500rpm,99,Others,1.1 litre Petrol Engine,1086,99Nm@4500 rpm,4,MPFI,No,3610,1645,1560,2400,990,5 Speed,FWD,Power,Disc,Drum,"Tubeless,Radial",5,235,No,5.0
322,delhi,Petrol,Hatchback,"1,10,000",Manual,2,Maruti,Maruti Wagon R,2011,4349,LXI BS IV,170000.0,2011,Third Party insurance,Petrol,5.0,110000,998 cc,Manual,2011,DL12,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks",18.9,998,67.1bhp@6200rpm,90,Silver,K Series Petrol Engine,998,90Nm@3500rpm,3,MPFI,No,3595,1475,1700,2400,870kg,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless, Radial",4,355,No,4.6
323,delhi,Diesel,Sedan,"7,900",Automatic,1,Mercedes-Benz,Mercedes-Benz S-Class,2021,6284,S 350 d,15500000.0,2023,Comprehensive,Diesel,5.0,7900,2925 cc,Automatic,2021,CH01,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player",13.5,2925,281.61bhp@3400-4600rpm,600,Black,L6 Diesel Engine,2925,600Nm@1200-3200rpm,6,CRDI,Yes,5255,1709,1494,3165,2045,9 Speed,RWD,Power,Disc,Disc,"Tubeless,Radial",4,355,No,6.15
324,delhi,Petrol,Hatchback,"55,215",Manual,1,Hyundai,Hyundai Grand i10,2016,1524,Sportz,434000.0,2016,Zero Dep,Petrol,5.0,55215,1197 cc,Manual,2016,UP14,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player",18.9,1197,82bhp@6000rpm,114,Red,Kappa VTVT Petrol Engine,1197,114Nm@4000rpm,4,MPFI,No,3765,1660,1520,2425,935kg,5 Speed,FWD,Power,Disc,Drum,Tubeless,5,355,No,4.8
325,delhi,Petrol,Sedan,"1,00,000",Manual,1,Honda,Honda City,2014,1274,i VTEC S,300000.0,2014,Third Party insurance,Petrol,5.0,100000,1497 cc,Manual,2014,DL4C,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",17.4,1497,117.3bhp@6600rpm,145,Silver,i VTEC Engine,1497,145Nm@4600rpm,4,PGM-Fi,No,4440,1695,1495,2600,1041kg,5 Speed ,FWD,Power,Disc,Drum,"Tubeless,Radial",4,355,No,5.3
326,delhi,Diesel,Sedan,"49,930",Manual,1,Hyundai,Hyundai Verna,2021,7735,SX Diesel,1103000.0,2021,Third Party,Diesel,5.0,49930,1493 cc,Manual,2021,UP14,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",25.0,1493,113.45bhp@4000rpm,250,White,1.5 l U2 CRDi diesel,1493,250Nm@1500-2750rpm,4,CRDi,Yes,4440,1729,1475,2600,1220,6 Speed,,Electric,Disc,Drum,"Tubeless, Radial",4,355,,5.0
327,delhi,Diesel,SUV,"54,000",Manual,1,Maruti,Maruti Vitara Brezza,2017,4297,VDi,645000.0,2017,Third Party insurance,Diesel,5.0,54000,1248 cc,Manual,2017,HR26,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player",24.3,1248,88.5bhp@4000rpm,200,Red,DDiS 200 Diesel Engine,1248,200Nm@1750rpm,4,CRDi,Yes,3995,1790,1640,2500,1180kg,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,355,No,5.0
328,delhi,Petrol,Sedan,"1,200",Automatic,1,Mercedes-Benz,Mercedes-Benz AMG A 35,2021,8566,4MATIC BSVI,5150000.0,2021,Third Party,Petrol,5.0,1200,1991 cc,Automatic,2021,DL2C,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",19.7,1991,301.73bhp@5800rpm,400,White,AMG 2.0-LITRE 4-CYLINDER ENGINE,1991,400Nm@3000-4000rpm,4,,Yes,4559,1992,1411,2729,1550,AMG 7-SPEED DCT,AWD,Electric,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",4,355,,5.0
329,delhi,Petrol,SUV,"7,000",Automatic,1,Audi,Audi Q2,2020,8109,Premium Plus I,2790000.0,2020,Third Party,Petrol,5.0,7000,1984 cc,Automatic,2020,CH01,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",19.7,1984,187.74bhp@4200-6000rpm,320,Grey,2.0 L 40 TFS,1984,320nm@1500–4180rpm,4,,Yes,4318,1805,1548,2593,1505kg,7-speed Stronic,AWD,Power,Disc,Disc,,5,355,,5.0
330,delhi,Cng,MUV,"40,000",Manual,1,Maruti,Maruti Ertiga,2021,7669,CNG VXI,1100000.0,2021,Third Party insurance,CNG,7.0,40000,1462 cc,Manual,2021,UP14,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio",19.7,1462,91.19bhp@6000rpm,122,Others,K15B,1462,122Nm@4400rpm,4,MPFI,No,4395,1735,1690,2740,1235,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",5,355,No,5.2
331,delhi,Diesel,SUV,"83,000",Automatic,3,Mercedes-Benz,Mercedes-Benz M-Class,2014,4663,ML 250 CDI,1570000.0,2014,Comprehensive,Diesel,5.0,83000,2143 cc,Automatic,2014,HR26,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",15.26,2143,203.2bhp@4200rpm,500,White,Diesel Engine,2143,500Nm@1600-1800rpm,4,CRDi,Yes,4817,2141,1762,2915,2160kg,7 Speed,AWD,Power,Disc,Disc,"Tubeless,Radial",5,355,No,5.9
332,delhi,Petrol,Hatchback,"60,000",Manual,2,Hyundai,Hyundai i10,2011,1578,Magna 1.2 iTech SE,130000.0,2011,Third Party insurance,Petrol,5.0,60000,1197 cc,Manual,2011,DL10,"Power Steering,Power Windows Front,Air Conditioner,Heater,Power Adjustable Exterior Rear View Mirror,Wheel Covers,Centeral Locking,Day Night Rear View Mirror",20.36,1197,78.9bhp@6000rpm,111,Others,DOHC Kappa2 Engine ,1197,111.7Nm@4000rpm,4,MPFI,No,3585,1595,1550,2380,1100,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",4,355,No,5.0
